number	section	weblate_key	new
1417	06-nazwy-miejsc	osm_tax_advisor	
1418	06-nazwy-miejsc	osm_tax	
1419	06-nazwy-miejsc	osm_taxi	
1420	06-nazwy-miejsc	osm_taxi_waiting_area	
1421	06-nazwy-miejsc	osm_tea	
1422	06-nazwy-miejsc	osm_telecommunication	
1423	06-nazwy-miejsc	osm_telephone	
1424	06-nazwy-miejsc	osm_telescope	
1425	06-nazwy-miejsc	osm_temple	
1426	06-nazwy-miejsc	osm_tennis	
1427	06-nazwy-miejsc	osm_10pin	
1428	06-nazwy-miejsc	osm_terminal	
1429	06-nazwy-miejsc	osm_terrace	
1430	06-nazwy-miejsc	osm_theatre	
1431	06-nazwy-miejsc	osm_theme_park	
1432	06-nazwy-miejsc	osm_ticket	
1433	06-nazwy-miejsc	osm_tiler	
1434	06-nazwy-miejsc	osm_tinsmith	
1435	06-nazwy-miejsc	osm_tobacco	
1436	06-nazwy-miejsc	osm_toboggan	
1437	06-nazwy-miejsc	osm_toilets	
1438	06-nazwy-miejsc	osm_toll_booth	
1439	06-nazwy-miejsc	osm_tomb	
1440	06-nazwy-miejsc	osm_tower	
1441	06-nazwy-miejsc	osm_town	
1442	06-nazwy-miejsc	osm_townhall	
1443	06-nazwy-miejsc	osm_toys	
1444	06-nazwy-miejsc	osm_toy_shop	
1445	06-nazwy-miejsc	osm_track	
1446	06-nazwy-miejsc	osm_trade	
1447	06-nazwy-miejsc	osm_traffic_cones	
1448	06-nazwy-miejsc	osm_traffic_signals	
1449	06-nazwy-miejsc	osm_train_station	
1450	06-nazwy-miejsc	osm_train_terminal	
1451	06-nazwy-miejsc	osm_training_area	
1452	06-nazwy-miejsc	osm_tram_stop	
1453	06-nazwy-miejsc	osm_tram_stop_named	
1454	06-nazwy-miejsc	osm_transformer_tower	
1455	06-nazwy-miejsc	osm_transit	
1456	06-nazwy-miejsc	osm_transportation	
1457	06-nazwy-miejsc	osm_travel_agency	
1458	06-nazwy-miejsc	osm_travel_agent	
1459	06-nazwy-miejsc	osm_trophy	
1460	06-nazwy-miejsc	osm_trunk	
1461	06-nazwy-miejsc	osm_tunnel	
1462	06-nazwy-miejsc	osm_turnstile	
1463	06-nazwy-miejsc	osm_turntable	
1464	06-nazwy-miejsc	osm_tyres	
1465	06-nazwy-miejsc	osm_university	
1466	06-nazwy-miejsc	osm_unmanaged_crossing	
1467	06-nazwy-miejsc	osm_upholsterer	
1468	06-nazwy-miejsc	osm_user	
1469	06-nazwy-miejsc	osm_vacant	
1470	06-nazwy-miejsc	osm_vacuum_cleaner	
1471	06-nazwy-miejsc	osm_variety_store	
1472	06-nazwy-miejsc	osm_vending_machine	
1473	06-nazwy-miejsc	osm_veterinary	
1474	06-nazwy-miejsc	osm_video_games	
1475	06-nazwy-miejsc	osm_video	
1476	06-nazwy-miejsc	osm_viewpoint	
1477	06-nazwy-miejsc	osm_village	
1478	06-nazwy-miejsc	osm_village_green	
1479	06-nazwy-miejsc	osm_volcano	
1480	06-nazwy-miejsc	osm_volleyball	
1481	06-nazwy-miejsc	osm_walking_path	
1482	06-nazwy-miejsc	osm_warehouse	
1483	06-nazwy-miejsc	osm_waste_basket	
1484	06-nazwy-miejsc	osm_waste_disposal	
1485	06-nazwy-miejsc	osm_wastewater_plant	
1486	06-nazwy-miejsc	osm_watches	
1487	06-nazwy-miejsc	osm_watchmaker	
1488	06-nazwy-miejsc	osm_water	
1489	06-nazwy-miejsc	osm_water_fountain	
1490	06-nazwy-miejsc	osm_water_park	
1491	06-nazwy-miejsc	osm_water_point	
1492	06-nazwy-miejsc	osm_water_polo	
1493	06-nazwy-miejsc	osm_water_ski	
1494	06-nazwy-miejsc	osm_water_tank	
1495	06-nazwy-miejsc	osm_water_tap	
1496	06-nazwy-miejsc	osm_water_tower	
1497	06-nazwy-miejsc	osm_water_utility	
1498	06-nazwy-miejsc	osm_water_well	
1499	06-nazwy-miejsc	osm_water_works	
1500	06-nazwy-miejsc	osm_waterfall	
1501	06-nazwy-miejsc	osm_watering_place	
1502	06-nazwy-miejsc	osm_watermill	
1503	06-nazwy-miejsc	osm_wayside_cross	
1504	06-nazwy-miejsc	osm_wayside_shrine	
1505	06-nazwy-miejsc	osm_weapons	
1506	06-nazwy-miejsc	osm_weightlifting	
1507	06-nazwy-miejsc	osm_weir	
1508	06-nazwy-miejsc	osm_wetland	
1509	06-nazwy-miejsc	osm_wilderness_hut	
1510	06-nazwy-miejsc	osm_wildlife_hide	
1511	06-nazwy-miejsc	osm_windmill	
1512	06-nazwy-miejsc	osm_window_blind	
1513	06-nazwy-miejsc	osm_window_construction	
1514	06-nazwy-miejsc	osm_wine	
1515	06-nazwy-miejsc	osm_winery	
1516	06-nazwy-miejsc	osm_wood	
1517	06-nazwy-miejsc	osm_wreck	
1518	06-nazwy-miejsc	osm_wrestling	
1519	06-nazwy-miejsc	osm_zoo	
1520	06-nazwy-miejsc	osm_copyright	
